x1,x2,class
0.9121070545665596,1.092635027657987,C1
0.9631001437277275,1.1881396689402584,C1
1.5251797071677151,0.8088949957499969,C1
1.123351563957291,0.9811587507690089,C1
0.9540256805787581,1.030391930383436,C1
0.9746436974947357,1.2372874692129252,C1
1.0830820321469026,1.1722337876190774,C1
1.459944366191546,0.7374799020563145,C1
0.89186930852112,0.8974687349093837,C1
1.201602842941705,1.116313460187914,C1
1.0661503373763705,0.8059904949224379,C1
1.086583172500528,1.1546261922236347,C1
0.8074750371517699,1.0752990512463994,C1
0.7847938958196778,0.9361086833904113,C1
1.2718260653609275,1.0144950499459573,C1
1.0107678506219546,0.6855136270054821,C1
1.0439894746079117,0.8117847777089645,C1
0.9242837750730093,1.1975364766191747,C1
0.9061185262318185,1.3863588229038895,C1
0.9878215820839497,0.7935025158456177,C1
0.962644506159877,0.9641586422985055,C1
1.2020335281640906,0.7201395116858204,C1
0.5889342416917887,1.0749236815328473,C1
0.7515903534289141,1.175281647735642,C1
0.9122374354584546,1.085407561904994,C1
0.9887127993323692,0.6442190462990012,C1
1.3848905857469598,1.2492296556472962,C1
0.784828303509576,1.0209263957893935,C1
0.9684877040526798,1.2714674945028581,C1
1.1098977929055995,1.1812800358545212,C1
1.1295621532568934,0.9945073201952288,C1
1.0421314007866482,0.9902553806680708,C1
0.8661181647244646,0.9811696632426058,C1
0.8733729660130809,1.1801929866957328,C1
0.9706878340334745,1.0342070274301889,C1
0.991644071711237,1.0820940957131586,C1
1.3842740913881582,0.9092220644727398,C1
0.7282277249392098,0.9169283975654797,C1
1.0380163099497388,0.9038499979960032,C1
1.0973792897713883,0.7601706212209457,C1
1.026328489409557,0.8575091452057146,C1
0.9379837931053048,0.7477863801506183,C1
1.0316868408647732,0.6679082653474607,C1
0.9146658680307549,0.6323222725947759,C1
1.0076342123114859,0.5366220541316742,C1
0.9256589343904991,1.1574283148717381,C1
1.112366352690153,1.1976695906225636,C1
0.8681347089283533,0.8603327101856233,C1
0.7433570134160226,0.9507147898545917,C1
1.1922474035982027,1.2579381454144443,C1
0.8109075580960078,1.1062117743378779,C1
0.7945620260033792,0.8789295962264382,C1
0.9797797667573211,0.7930908553905152,C1
0.8824681032316952,1.0495075250192087,C1
0.9163344080959456,0.6670972642906342,C1
0.7608623318599425,0.8926724369128982,C1
0.834590572719445,0.7329527008098967,C1
0.738563842206142,1.0810322283637535,C1
0.8124307515964395,0.9526685347667228,C1
1.0583164059584542,0.3256643705975044,C1
1.0820248175646852,1.3018844880110478,C1
1.1756036578123714,0.8904152148364552,C1
0.9101716588528193,0.8976934395321633,C1
1.1748117176904722,1.0452191862066857,C1
0.7842761387608038,1.088055356573411,C1
0.9784968186620829,1.2376277238377353,C1
0.8492357538038395,1.1193125488700675,C1
1.0294000643615557,1.2328521231634948,C1
0.7418735696837289,1.0896413554411895,C1
0.8138566230123558,1.0437082607742032,C1
0.9881030184552893,1.1447072088086234,C1
1.0359149954797469,0.6774582320422272,C1
1.2501346992219062,0.7007752670673917,C1
1.2370501460080057,0.9911193729935995,C1
1.1010711924828143,1.0290287609931947,C1
0.8508999779698865,0.9446000799090319,C1
1.095495391237242,0.9055818538244982,C1
0.6044994591319532,0.8879811589441068,C1
1.2903080283951742,0.8855396487852496,C1
1.2205272690324156,1.1667639649829769,C1
1.041250563267827,1.2180278724882851,C1
0.707610827224193,0.8135366523094718,C1
0.745328420911456,0.789662795735247,C1
0.6255445118629027,1.0670101145339366,C1
0.9174750044849035,1.1490165106017431,C1
0.9555025320845908,0.9351913213819378,C1
0.8815198093021227,1.0736010693885203,C1
0.8920274260760793,1.0271395339126401,C1
0.8154189489467636,1.012568763811908,C1
1.0321752177547006,1.3153249837651781,C1
0.9189769971962596,0.8782315148045448,C1
0.9749747094929838,0.8394305250546213,C1
0.9178566497069557,0.8155467290390485,C1
0.9705610898023972,0.8815192516591976,C1
0.6324547677333875,1.1091761970090017,C1
0.9616985283450565,1.1218262197559978,C1
0.8601635226503238,1.0535755355472671,C1
1.0119614019135041,1.0506728417467441,C1
1.031725317082481,1.0225212777414787,C1
0.6623696770371819,0.6675272848802658,C1
