x1,x2,class
0.9121070545665596,1.092635027657987,C1
0.9631001437277275,1.1881396689402584,C1
1.5251797071677151,0.8088949957499969,C1
1.123351563957291,0.9811587507690089,C1
0.9540256805787581,1.030391930383436,C1
0.9746436974947357,1.2372874692129252,C1
1.0830820321469026,1.1722337876190774,C1
1.459944366191546,0.7374799020563145,C1
0.89186930852112,0.8974687349093837,C1
1.201602842941705,1.116313460187914,C1
1.0661503373763705,0.8059904949224379,C1
1.086583172500528,1.1546261922236347,C1
0.8074750371517699,1.0752990512463994,C1
0.7847938958196778,0.9361086833904113,C1
1.2718260653609275,1.0144950499459573,C1
1.0107678506219546,0.6855136270054821,C1
1.0439894746079117,0.8117847777089645,C1
0.9242837750730093,1.1975364766191747,C1
0.9061185262318185,1.3863588229038895,C1
0.9878215820839497,0.7935025158456177,C1
0.962644506159877,0.9641586422985055,C1
1.2020335281640906,0.7201395116858204,C1
0.5889342416917887,1.0749236815328473,C1
0.7515903534289141,1.175281647735642,C1
0.9122374354584546,1.085407561904994,C1
0.9887127993323692,0.6442190462990012,C1
1.3848905857469598,1.2492296556472962,C1
0.784828303509576,1.0209263957893935,C1
0.9684877040526798,1.2714674945028581,C1
1.1098977929055995,1.1812800358545212,C1
1.1295621532568934,0.9945073201952288,C1
1.0421314007866482,0.9902553806680708,C1
0.8661181647244646,0.9811696632426058,C1
0.8733729660130809,1.1801929866957328,C1
0.9706878340334745,1.0342070274301889,C1
0.991644071711237,1.0820940957131586,C1
1.3842740913881582,0.9092220644727398,C1
0.7282277249392098,0.9169283975654797,C1
1.0380163099497388,0.9038499979960032,C1
1.0973792897713883,0.7601706212209457,C1
1.026328489409557,0.8575091452057146,C1
0.9379837931053048,0.7477863801506183,C1
1.0316868408647732,0.6679082653474607,C1
0.9146658680307549,0.6323222725947759,C1
1.0076342123114859,0.5366220541316742,C1
0.9256589343904991,1.1574283148717381,C1
1.112366352690153,1.1976695906225636,C1
0.8681347089283533,0.8603327101856233,C1
0.7433570134160226,0.9507147898545917,C1
1.1922474035982027,1.2579381454144443,C1
0.8109075580960078,1.1062117743378779,C1
0.7945620260033792,0.8789295962264382,C1
0.9797797667573211,0.7930908553905152,C1
0.8824681032316952,1.0495075250192087,C1
0.9163344080959456,0.6670972642906342,C1
0.7608623318599425,0.8926724369128982,C1
0.834590572719445,0.7329527008098967,C1
0.738563842206142,1.0810322283637535,C1
0.8124307515964395,0.9526685347667228,C1
1.0583164059584542,0.3256643705975044,C1
1.0820248175646852,1.3018844880110478,C1
1.1756036578123714,0.8904152148364552,C1
0.9101716588528193,0.8976934395321633,C1
1.1748117176904722,1.0452191862066857,C1
0.7842761387608038,1.088055356573411,C1
0.9784968186620829,1.2376277238377353,C1
0.8492357538038395,1.1193125488700675,C1
1.0294000643615557,1.2328521231634948,C1
0.7418735696837289,1.0896413554411895,C1
0.8138566230123558,1.0437082607742032,C1
0.9881030184552893,1.1447072088086234,C1
1.0359149954797469,0.6774582320422272,C1
1.2501346992219062,0.7007752670673917,C1
1.2370501460080057,0.9911193729935995,C1
1.1010711924828143,1.0290287609931947,C1
0.8508999779698865,0.9446000799090319,C1
1.095495391237242,0.9055818538244982,C1
0.6044994591319532,0.8879811589441068,C1
1.2903080283951742,0.8855396487852496,C1
1.2205272690324156,1.1667639649829769,C1
1.041250563267827,1.2180278724882851,C1
0.707610827224193,0.8135366523094718,C1
0.745328420911456,0.789662795735247,C1
0.6255445118629027,1.0670101145339366,C1
0.9174750044849035,1.1490165106017431,C1
0.9555025320845908,0.9351913213819378,C1
0.8815198093021227,1.0736010693885203,C1
0.8920274260760793,1.0271395339126401,C1
0.8154189489467636,1.012568763811908,C1
1.0321752177547006,1.3153249837651781,C1
0.9189769971962596,0.8782315148045448,C1
0.9749747094929838,0.8394305250546213,C1
0.9178566497069557,0.8155467290390485,C1
0.9705610898023972,0.8815192516591976,C1
0.6324547677333875,1.1091761970090017,C1
0.9616985283450565,1.1218262197559978,C1
0.8601635226503238,1.0535755355472671,C1
1.0119614019135041,1.0506728417467441,C1
1.031725317082481,1.0225212777414787,C1
0.6623696770371819,0.6675272848802658,C1
1.9643459281303053,1.6608912364993673,C2
2.180488487987087,2.1154676823577923,C2
1.9305246060914831,2.2012014957317425,C2
2.2082716048962236,2.1648221332611732,C2
2.0846551725899505,1.9025581006562267,C2
2.2094902371393186,1.9971011617077332,C2
2.0135034152245117,1.9215187962546736,C2
1.8722209530737277,2.2416307571325294,C2
2.12038370619726,1.7289588020528868,C2
2.0671539588918595,1.904826818355156,C2
2.181677891711456,2.1211862660706173,C2
1.8902663348759225,2.3800456260682,C2
1.9236802334602154,2.2686253941873327,C2
1.685725755475475,2.208896991058113,C2
2.047008907244143,1.8258322129446667,C2
1.8482916764856125,1.907153958153622,C2
2.3149729002172625,1.7707018680041937,C2
2.0263624044091517,1.8397409694929625,C2
2.3059934586945925,2.0945931660192305,C2
1.7147777757267932,1.6173911017436517,C2
1.8588817779613795,2.2527021201922426,C2
1.7045640559725834,1.7432432386744523,C2
1.7281763796327412,2.1753428460133986,C2
1.784644627925887,1.6966539796317874,C2
1.9299756663935237,1.930181289163739,C2
2.0535999549505264,1.9475667526991955,C2
2.1655947206432433,1.9788755752133602,C2
1.6975198916184708,2.191319283158483,C2
2.034153005840242,2.2460490867613467,C2
2.4616726861927862,1.8592087613077066,C2
2.1762595433570753,1.9280973875299252,C2
2.233467769727012,1.7302846774737304,C2
2.063130262533425,1.9072511316826735,C2
1.6835768515054181,2.007899195193606,C2
1.9828835400359834,1.887725634219039,C2
1.8983524836138537,1.923722332666047,C2
1.6826149062821585,1.8494102165044186,C2
1.9072871077953326,2.0995244175333343,C2
2.515790932226895,1.7162087340772723,C2
1.9798614355281445,1.9627069818985432,C2
2.372160913570623,2.0714384344940435,C2
2.022020177131848,1.6512427315644425,C2
2.1627261492327645,2.12905511828848,C2
1.735814572523497,1.9950548631790868,C2
2.0231985634709586,2.2587509471600296,C2
1.869449332632041,2.188006458748559,C2
1.8417640912864357,2.224527096582654,C2
2.3268318426216585,2.2099098262916517,C2
2.0936894833183035,1.8376177961757116,C2
1.8290581193822104,1.8184788412279238,C2
1.8190010227659825,1.6754258035253362,C2
1.8386653284042846,1.8049189501852991,C2
2.2388344447552986,1.5797097414611991,C2
1.8938495769526493,2.2229682054992432,C2
1.8363295231849877,1.644319810562024,C2
2.0590480589450633,2.2501932357609284,C2
1.8470107649081915,2.2437043409130637,C2
2.2268866719744698,2.008330678969217,C2
1.9056113005876603,2.0123636846511883,C2
2.0850611705330158,2.0489418518793063,C2
1.9600806150146044,2.021758443312029,C2
1.6651804788384998,2.155499678623723,C2
2.0973880723576075,2.2276036953136855,C2
1.7335694650516762,1.7642163458461564,C2
2.043644939532166,1.8459515072674062,C2
2.125607364412128,1.925526204207738,C2
2.11290225088997,1.758605290257189,C2
1.7620510160658447,1.8673363434150463,C2
1.8388584673920727,1.9677858879424281,C2
1.848653241433545,1.7124421847334232,C2
1.619411809160343,1.347539852560658,C2
1.7938083283808097,2.0494435161140934,C2
2.1291198054253733,2.191502063085612,C2
2.0904513591464515,1.6195380153091798,C2
1.9101145479474286,1.85584262721629,C2
1.890832334603701,1.8428169029760886,C2
2.0892424483874894,2.022212016958125,C2
1.8734396535295794,2.2451148964623657,C2
2.0090593073002876,2.2976637544015115,C2
2.2908432484436876,2.554483436489094,C2
1.910116932657629,1.8189226942019867,C2
2.280988943108866,1.9755217203657853,C2
1.757411707438986,2.269349779911345,C2
1.7845054856773093,2.0371853062832397,C2
1.7179543358070026,1.697147612566324,C2
1.6549523611828312,2.067005902077653,C2
2.336423129192031,2.3518523992501033,C2
2.2082220634136758,2.2015577001914792,C2
2.1894751257206324,2.1988854831070666,C2
1.5083754571244652,1.7138579290461822,C2
2.020556765368725,1.720470065033353,C2
2.191207532784974,2.0482276534093673,C2
2.0476551449415434,2.0111272041212063,C2
1.8367405994822217,2.2245564384543535,C2
2.2161011490263736,1.866937219866548,C2
2.304750483398622,2.2655045395429965,C2
2.05131408113967,1.941405671109866,C2
2.1531718028822646,2.159479111890695,C2
2.0821997121901874,2.2993593124648593,C2
2.163887100461926,2.1204424255352876,C2
-0.003391167479909952,1.9071906951518103,C3
0.16258501837727976,1.9432674449336418,C3
-0.039581355812100455,2.2284757858721234,C3
-0.0701454055698945,1.6144310705494276,C3
0.2571639461921449,2.0952300590446375,C3
0.09128333921993304,2.216604516777572,C3
-0.01971469476689766,2.029829349163895,C3
0.16882131459171384,1.8622933176285161,C3
0.13031070520518567,2.124327309641488,C3
0.43778637997318887,2.120218865615378,C3
-0.042823175036212996,1.6522206584944987,C3
0.6382480040754976,2.099383520559617,C3
-0.13180453558926106,2.030132190570532,C3
0.1410632456139149,2.1138118347585526,C3
0.01703094450882826,1.9753394834340239,C3
0.1460213403514324,1.9987538416425146,C3
-0.0897606819378341,2.087061872008281,C3
-0.05432016623963535,2.251549145984133,C3
-0.2968472055775773,2.0659059683806413,C3
0.17771888868075325,1.8951682808167931,C3
-0.30575718047435085,1.6608375468602925,C3
-0.40690861274008966,2.056924815390984,C3
-0.0261427420667798,2.151657418513828,C3
0.09177511489259536,1.9563380873150062,C3
0.05668026544772901,1.795131067183422,C3
-0.05986787575742412,1.8592747742748235,C3
0.23146636167286752,1.9098157631092303,C3
-0.029644238539130133,2.1598410071093443,C3
0.18622505696790254,1.9019621542347673,C3
-0.1136950870947838,1.8559845983125831,C3
0.02749438945169146,1.8513075275804343,C3
